comment,video,clean,label,label_id
Aku ga respect kalo syuting gini maen kekerasan dan buly,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ga respect kalo syuting gin maen keras buly,netral,1
"Kocakkk  anying,,ngakak gw😁🤣🤣🤣",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocakkk anying ngakak gw,netral,1
😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Pecah Banget 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah banget,netral,1
cocok nih bertiga emang 🎉,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok nih tiga emang,netral,1
sumpah ini pling kocak anjirlah😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpah pling kocak anjir,netral,1
Pecah😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah,netral,1
Fajar keren,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar keren,netral,1
di jedutkannya asli brok🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jedutkannya asli brok,netral,1
Cocok neh mael sama fajar..,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok neh mael fajar,netral,1
"serius kali ini fajar sangat buruk"",kita itu tau dan bisa bedakan antara komedi atau nglunjak""",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,serius kali fajar buruk tau beda komedi nglunjak,netral,1
COCOK NIH BERTIGA,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok nih tiga,netral,1
bisa ni fajar jadi co host,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ni fajar co host,netral,1
"Ga salah praz kopi hitam gak pake gula , perasaan sebelum nya bareng bang arid didu minum kopi hitam mual"" gak karuan 🤭🤣",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ga salah praz kopi hitam gak pake gula asa nya bareng bang arid didu minum kopi hitam mual gak karuan,netral,1
Baperan lu 😂😂 mreka punya skema BKN ngasal labrak cok,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,baperan lu mreka skema bkn ngasal labrak cok,netral,1
Kurang nongkrong ente.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nongkrong ente,netral,1
Mael kerenan ngga pakai kupluk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael keren ngga pakai kupluk,netral,1
Fajar dan maelee hahahaha Tek tok bgt,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar maelee hahahaha tek tok bgt,positif,2
"Gokil nich bang maell di jadikan satu fajar,,sukses sllu bang",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gokil nich bang maell jadi fajar sukses sllu bang,netral,1
Kocak juga ajg si fajar😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak ajg si fajar,netral,1
Kerenn,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kerenn,netral,1
Salpok sama hp nya prass banyak hp nya haha😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,salpok hp nya prass hp nya haha,positif,2
Udah fajar disini aja .. ngeselin tp bikin ngakak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,udah fajar aja ngeselin tp bikin ngakak,netral,1
Trio rusakkkkkkk ini mahhh 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,trio rusakkkkkkk mahhh,netral,1
Gila si ini konten paling lucu di abad ini 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gila si konten lucu abad,netral,1
gokil pecah bngt mrk bertiga 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gokil pecah bngt mrk tiga,netral,1
Marcow ajak dong,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,marcow ajak,netral,1
"Ayah telah mengajar kan ku segalanya, tapi ayah lupa mengajarkan ku hidup tanpanya❤",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ayah ajar ku ayah lupa ajar ku hidup tanpa,netral,1
"kok bisa di tengah video ad iklan judol... 
oh tuhan,,,",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,video ad iklan judol oh tuhan,netral,1
"Bertiga cocok, suka nontonnya❤❤",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tiga cocok suka nontonnya,netral,1
Cocok banget ni bang mael duet sm pras,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok banget ni bang mael duet sm pras,netral,1
Tempat duduk kurang nyaman buat nongkrong.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,duduk nyaman nongkrong,netral,1
Candaannya kurang menghargai orang,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,canda harga orang,netral,1
"Bisa gk sih eps mereka bertiga diperpanjang,, gk bosan2 liat mereka bertiga",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gk sih eps tiga panjang gk bosan2 liat tiga,netral,1
Selama gw lihat acara podcast om dedy sama acara lain paling kocak ini 😂😂😂 anak orang di siksa pecah kepala itu anak 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gw lihat acara podcast om dedy acara kocak anak orang siksa pecah kepala anak,netral,1
"Tu bkn doa buat mkn, tp tu doa bersyukur kita terhadap rezeki yang Allah berikan ke kita",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tu bkn doa mkn tp tu doa syukur rezeki allah,netral,1
mael lee cocok sama prazz😅 tinggal undang indra frimawan pasti kacauuu🔥,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael lee cocok prazz tinggal undang indra frimawan kacauuu,netral,1
Fajar kek aktor thailand yg bikin usaha antar barang itu loh,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar kek aktor thailand yg bikin usaha barang loh,netral,1
"Dari awal ketawa teruss ihhh.. Terimakasih loh yaaaaa😂😂😂😂😂😂
Sabar sabar🤣😭😭😭",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ketawa teruss ihhh terimakasih loh yaaaaa sabar sabar,netral,1
Yaampun.. 25:58 tiba tiba banget😭🤣🤣 kukukuku🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yaampun 25 58 banget kuku,netral,1
ada tombol ketawa ngga 🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tombol ketawa ngga,netral,1
Fajar mau ngambil apa sih dibawah. Smpe di pegangin gtu,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar ngambil sih bawah smpe pegangin gtu,netral,1
Astaga ngakak trus eh,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,astaga ngakak trus eh,netral,1
Kocak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak,netral,1
fyp terus ternyata emang selucu itu mereka wkwk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fyp emang lucu wkwk,netral,1
Gue suka cara editnya.. Keren ❤❤❤❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gue suka edit keren,netral,1
Petjahhhh brooo wkwkwkwk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,petjahhhh brooo wkwkwkwk,netral,1
Apa slh nya orng kristen tepuk tngn...jngn prasarana kau yg paling benar hidup nya praz,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,slh nya orng kristen tepuk tngn jngn prasarana kau yg hidup nya praz,netral,1
Lucu parah orang 3 ini😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu parah orang,netral,1
Pad nih sama mael le,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pad nih mael le,netral,1
Ah petcahhh,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ah petcahhh,netral,1
Adem......,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,adem,netral,1
"sekedar saran bang, maaf.. untuk minumannya disediakan dalam bentuk gelas kaca, plastik jika bertemu panas, tidak baik untuk kesehatan.. maaf sekali lg",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,dar saran bang maaf minum sedia bentuk gelas kaca plastik temu panas sehat maaf lg,netral,1
Jasa urut biduaaa,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jasa urut biduaaa,netral,1
Masyallah fajar sadboy👍mantap❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masyallah fajar sadboy mantap,netral,1
Kesini karna ada fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kesini karna fajar,netral,1
"Ribet komedi lo, ngehe lah",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ribet komedi lo ngehe,netral,1
"Sekedar saran, soal kesehatan itu betul, coba nongkrong sekali-kali di terminal
ini penyajian kopi keliling ala terminal",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,dar saran sehat coba nongkrong kali terminal saji kopi keliling ala terminal,netral,1
"​ @bigbudhabuds memang benar, bagus konsepnya tongkrongan terminal.. tapi jika mengesampingkan kesehatan demi konsep, gimana y mksdnya?",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bagus konsep tongkrong terminal samping sehat konsep gimana mksdnya,netral,1
"​ @privatepanda9985 iya sih, tapi lambung ini sudah puluhan tahun minum kopi lewat cangkir plastik, bekas pula 🙏🏻😄",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,iya sih lambung puluh minum kopi cangkir plastik bekas,netral,1
Dihh keliatan banget bocah nolep ga pernah nongkrong,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,dihh liat banget bocah nolep ga nongkrong,netral,1
"​​ @Fadhil-h2k orang dewasa ber sdm rendah.. seandainya saya bocah, berarti saya lebih baik dari anda yg mementingkan kesehatan orang lain.. anda hanya peduli konsep tanpa mempedulikan keadaan org lain.. dewasa tapi otak g ada.. kocakk 😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,h2k orang dewasa ber sdm rendah anda bocah yg penting sehat orang peduli konsep peduli org dewasa otak kocakk,netral,1
​ @privatepanda9985 panas lu dek wkwk saran ya dek lu harus banyakin minum susu🍼 biar otak lu ga dungu2 amat,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,panas lu dek wkwk saran ya dek lu banyakin minum susu biar otak lu ga dungu2,netral,1
Kesini gara2 reel org penuh dengan kelucuan 3 org ini 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kesini gara2 reel org penuh lucu org,netral,1
Emang yg kaya gini inceran wahabi😅gampang di doktrin😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,emang yg kaya gin inceran wahabi gampang doktrin,netral,1
Full ngakak fajar the best😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,full ngakak fajar the best,positif,2
😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Sumpah kalian menghibur sekali,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpah hibur,netral,1
Aku dari menit 48 : 12 🥰,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,menit 48 12,netral,1
"Masuk banget ya mael sama fajar. 
Emang fajar ini muka muka pengen disiksa 😂😂😂.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masuk banget ya mael fajar emang fajar muka muka ken siksa,netral,1
Capek banget ngakak nonton episode ini..,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,capek banget ngakak nonton episode,netral,1
Kesini gara gara fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kesini gara gara fajar,netral,1
Wkwkwk ni bertiga cocok sekali jika gabung y.lucu ngakak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwk ni tiga cocok gabung lucu ngakak,netral,1
Ya Allah ngakak ampe bengeeekkk 🤣🤣🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ya allah ngakak ampe bengeeekkk,netral,1
Mak pecah kali...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mak pecah kali,netral,1
Kalo bisa mael le sam pras aja duet podcast,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kalo mael le sam pras aja duet podcast,netral,1
2 vs 1 ini mah 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,vs mah,netral,1
PLEASE JADIKAN MAEL LE HOST JUGAA. SOALNYA COCOKKKKKKK,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,please jadi mael le host jugaa cocokkkkkkk,netral,1
Mael sma fajar bagus nih klo kolabs buat sketsa humor,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael sma fajar bagus nih klo kolabs sketsa humor,netral,1
Undang kang mus/bos bubun dong yang pemain preman pensiun😁,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,undang kang mus bos bubun main preman pensiun,positif,2
Katanya pareman masa dikalahkan sama fajar😂😂😂..,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pareman kalah fajar,netral,1
😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Pas d blg rumahnya d minecraft 😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pas blg rumah minecraft,netral,1
p,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
What what,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,what what,netral,1
Ksini krn fajar 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ksini krn fajar,netral,1
Ngakak mulu sumpah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak mulu sumpah,netral,1
"Njirrr..ngakak poollllll
Cocok bertiga ini dibuatkan program",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,njirrr ngakak poollllll cocok tiga buat program,netral,1
Pecah kali ahk😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah kali ahk,netral,1
Abis nih ama pajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,abis nih ama pajar,netral,1
Masha Alloh akhi ❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masha alloh akh,netral,1
Lucu parah fajar vs bang mael,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu parah fajar vs bang mael,netral,1
Ini emang tempat yg cocok untuk mael ft prazz psti bakal PECAHHHH,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,emang yg cocok mael ft prazz psti pecahhhh,netral,1
buat film be 3 pecah ini bg,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,film be pecah bg,netral,1
Itu sepeda nganggur mending di bikin starling. Jdi bisa nongkrong sambil ngopi,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sepeda nganggur mending bikin starling jdi nongkrong ngopi,netral,1
masya allah tabarakallah ..mael lee,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masya allah tabarakallah mael lee,netral,1
Tiap hari ada si fajar gigi gua kering ni pasti😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,si fajar gigi gua kering ni,netral,1
Wkwkwk abis.gila.🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwk abis gila,netral,1
Kompor gas 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kompor gas,netral,1
"Kalau bahas agama undang yang ahlinya, seperti habib Husein. Ibadah ko' hanya yang dicontohkan oleh Nabi baru mau mengerjakan jika tidak dicontohkan tidak mengikuti. Dalil Al-Qur'an, Ta'atlah Allah, Rosul dan Ulil Amri.. Ulama itu pewaris Nabi, jelas banyak Ijtihad ibadah yang ditetapkan. Diantaranya Zaman Nabi berhaji menggunakan unta dan zaman sekarang bisa menggunakan bis. Dll",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bahas agama undang ahli habib husein ibadah ko contoh nabi contoh ikut dalil al qur an ta atlah allah rosul ulil amri ulama waris nabi ijtihad ibadah tetap zaman nabi haj unta zaman bis dll,netral,1
🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Penutupan yg masyaAllah fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tutup yg masyaallah fajar,netral,1
Bikin film layar lebar dong om ded.. buat fras mael sama fajar.. bakal meledak besar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bikin film layar lebar om ded fras mael fajar ledak,netral,1
Kacau parah episode ini🤣🤣😭😭😭,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kacau parah episode,netral,1
tinggalin si fajar di sini😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tinggalin si fajar,netral,1
Salut gw sama fajar.. jadi bintang besar dia di dunia perfilman nih kalo film lucu,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,salut gw fajar bintang dunia film nih kalo film lucu,netral,1
anjirrr pecahhh bgtt sihhhh 😂😂😂😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,anjirrr pecahhh bgtt sihhhh,netral,1
Anying la si fajar 😂😂😂😂😂😂😂 ud srius2 denger mlh bcnda,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,anying la si fajar ud srius2 denger mlh bcnda,netral,1
jangan kaya yang demo di transmart ya mael😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kaya demo transmart ya mael,netral,1
"Masya Allah kereeen temennya mail lee bisa mempengaruhi jadi baik...ikuti sunnah bismillah aja cukup , byk yg kita tau sejak kecil ternyata dhaif . Berguru dgn ustadz yg tepat berpatokan dgn Al quran dan sunnah dalil yg kuat.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masya allah kereeen temennya mail lee pengaruh ikut sunnah bismillah aja byk yg tau dhaif guru dgn ustadz yg patok dgn al quran sunnah dalil yg kuat,netral,1
"Bintang Tamu Podcast Terkocak dan terpecah , terheboh , terlucu dan Ter Ter Ter semuanya , Mael dan fajar",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bintang tamu podcast kocak pecah heboh lucu ter ter ter mael fajar,netral,1
Next fajar vs frimawan logickah..,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,next fajar vs frimawan logickah,netral,1
Hijrah nya ke wahabi.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hijrah nya wahabi,netral,1
"Fajarrrr aku padamuu pollll,sukses terus yaa jar❤",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajarrrr padamuu pollll sukses yaa jar,netral,1
Semoga Tetap istiqomah diatas Sunnah ya bang Mael lee,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,moga istiqomah atas sunnah ya bang mael lee,netral,1
Bis ini mael lee praz meggi,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bis mael lee praz meggi,netral,1
Pecah si❤🎉,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah si,netral,1
"Saran stek praz, kabek lah abuak tu...maloyo ambo liek tiok sabanta mangisai abuak...",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,saran stek praz kabek abuak tu maloyo ambo liek tiok sabanta mangisai abuak,netral,1
"Kayaknya bangkunya kurang panjang ya, klo untuk bertiga agak sempit",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kayak bangku ya klo tiga sempit,netral,1
"Saran stek praz, kabek lah abuak tu...maloyo ambo liek tiok sabanta mangisai abuak...",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,saran stek praz kabek abuak tu maloyo ambo liek tiok sabanta mangisai abuak,netral,1
Pipi q Sampek sakit gegara gemes dan ngakax melulu,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pipi sampek sakit gegara gemes ngakax melulu,netral,1
Mael bercanda nya maksain kasar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael canda nya maksain kasar,netral,1
Detik 28:50 gw ulang² terus. Sumpah sakit perut ampe kaluar air mata😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,detik 28 50 gw ulang sumpah sakit perut ampe kaluar air mata,netral,1
Om ded pertahanan ni terus ni om cocok bang maelee sama bang Pras,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,om ded tahan ni ni om cocok bang maelee bang pras,netral,1
"Perpaduan mereka kalo disatui acara sahur seru bgt kayanya ,, biar seger 😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,padu kalo satu acara sahur seru bgt kaya biar seger,netral,1
Fajaarrre mood kaliiiiii,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajaarrre mood kaliiiiii,netral,1
Cocok ni bang maele sama bang Pras jadi host,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok ni bang maele bang pras host,netral,1
Mael kena jg lho sma wahabi 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael kena jg lho sma wahabi,netral,1
Ketawanya Tio nular banget dah😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ketawa tio nular banget dah,netral,1
hahahhahahahahh lawakk bahagian 3 rumahhhh hahaah lanjut lagi dehh podcastnyaaa,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hahahhahahahahh lawakk bahagian rumahhhh hahaah dehh podcastnyaaa,netral,1
Rahang gua sampe keram 😭 ngakak mulu,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,rahang gua sampe keram ngakak mulu,netral,1
😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
waduh romantis kali ad cium keningnya sesama gondes ini,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,romantis kali ad cium kening gondes,netral,1
"Kerenn ini mahh,,,,",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kerenn mahh,netral,1
kalo di satuin satu film komedi pasti meeledak tuh..kerenn.👍🏻,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kalo satuin film komedi meeledak tuh kerenn,netral,1
🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Jadikan mereka partner buat acara buka puasa 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jadi partner acara buka puasa,netral,1
Semoga ada tayanga  dj bulan Ramadhan tahun 2026 khusus mereka bertiga,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,moga tayanga dj ramadhan 2026 khusus tiga,netral,1
Suaranya kekecilan ga si?,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,suara kecil ga si,netral,1
😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Ke sini karga fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,karga fajar,netral,1
"22:07 mukanya hampir busuk lo...
Kelas kali maelllll😂😂😂😂😅😅🤣🤣🤣
Bikin perut goyang",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,22 07 muka busuk lo kelas kali maelllll bikin perut goyang,netral,1
Pecah pecah pecah😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah pecah pecah,netral,1
Gila sih mael Celetukannya pecah terus 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gila sih mael celetuk pecah,netral,1
Ngakakkkkkk gua kocaknlu jar😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakakkkkkk gua kocaknlu jar,netral,1
Kombinasi mael dan fajar kali ini terbaik 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kombinasi mael fajar kali baik,netral,1
😂😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Mulai pertama smpe abis semua berisi..keren mereka ber3,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,smpe abis isi keren ber3,netral,1
Anjriiiittt perut gw Ampe sakitttt ketawa Mulu ...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,anjriiiittt perut gw ampe sakitttt ketawa mulu,netral,1
👍👍,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
ini bakal ramee sih,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ramee sih,netral,1
Bikin podcads aj bang Pras Kay yang di saung tapi bertiga kaya gini bang pras,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bikin podcads aj bang pras kay saung tiga kaya gin bang pras,netral,1
Petcaaahhh bbgt sumpah gk brenti ngakak 😅😅😅😅😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,petcaaahhh bbgt sumpah gk brenti ngakak,netral,1
